member_no,ffp_date,load_time,flight_count,sum_yr_1,sum_yr_2,seg_km_sum,last_to_end,avg_discount
24488,2012/6/9,2014/3/31,7,1644,4771,7851,2,0.839228124
27879,2006/8/28,2014/3/31,8,4174,1453,14828,210,0.444301996
62743,2008/9/6,2014/3/31,4,1536,3897,6436,190,1.023620261
28828,2012/9/14,2014/3/31,7,0,2665,8925,83,0.738137815
34563,2009/10/22,2014/3/31,6,0,5262,9607,128,0.685733319
475,2007/1/21,2014/3/31,7,3020,3105,13582,29,0.485021352
16187,2012/10/1,2014/3/31,8,4359,1000,10151,103,0.648952813
39526,2008/8/17,2014/3/31,5,0,5593,9629,134,0.684108422
10959,2013/3/27,2014/3/31,6,0,5678,13469,51,0.489065261
48215,2008/4/24,2014/3/31,7,1400,0,9043,189,0.728366692
24056,2012/3/17,2014/3/31,8,3798,0,10166,226,0.647900846
247,2007/7/12,2014/3/31,8,5753,621,10073,271,0.653866773
7656,2009/11/18,2014/3/31,8,3816,0,8790,313,0.749288965
4350,2010/1/11,2014/3/31,5,2231,3636,9470,48,0.695425554
39599,2009/9/22,2014/3/31,7,4996,1118,8483,356,0.776299658
14620,2012/4/19,2014/3/31,3,0,5614,8130,39,0.81
59177,2011/3/19,2014/3/31,11,4928,2471,8116,34,0.81137999
61375,2013/1/28,2014/3/31,4,3013,2637,9726,59,0.677012132
3985,2009/12/7,2014/3/31,8,5057,1313,13385,66,0.491920807
52738,2010/8/30,2014/3/31,9,1500,7780,10287,40,0.64
23396,2011/4/25,2014/3/31,5,0,0,8457,293,0.778473454
49425,2010/8/6,2014/3/31,14,660,6223,17061,61,0.385883008
42165,2011/11/28,2014/3/31,5,4190,0,13419,473,0.490587972
23188,2011/4/20,2014/3/31,6,3110,2650,7228,101,0.910711123
3342,2008/6/4,2014/3/31,8,3430,3031,9966,86,0.660437487
8135,2010/4/7,2014/3/31,9,2053,3434,11187,208,0.58828551
46011,2006/11/20,2014/3/31,4,1450,4078,6066,114,1.084892845
43516,2013/3/27,2014/3/31,6,684,5530,8906,103,0.738876039
59002,2010/12/5,2014/3/31,4,2275,3948,6906,106,0.952855488
60771,2012/7/9,2014/3/31,7,4141,2091,8572,94,0.767625992
34219,2013/2/9,2014/3/31,9,0,4544,10108,66,0.650956668
57606,2008/8/24,2014/3/31,4,548,3895,9986,108,0.65886441
21389,2008/6/16,2014/3/31,5,5416,0,10375,522,0.634144578
6800,2012/8/21,2014/3/31,9,4638,1070,17093,248,0.384883286
27427,2012/5/22,2014/3/31,7,0,5877,13038,70,0.504555146
21350,2008/5/17,2014/3/31,8,4767,0,7989,258,0.823398423
17947,2006/9/18,2014/3/31,5,2952,1531,11206,44,0.587014992
23966,2011/10/9,2014/3/31,10,2125,2057,10048,8,0.6546666
16660,2010/9/21,2014/3/31,5,5616,0,7045,381,0.933683463
58380,2009/12/16,2014/3/31,5,0,3784,8525,109,0.771535484
29454,2007/5/7,2014/3/31,3,2550,3554,4539,2,1.449001983
12357,2008/1/20,2014/3/31,13,1937,3722,12901,22,0.509777537
13695,2011/9/1,2014/3/31,7,3249,2616,11979,38,0.548991569
40076,2010/2/9,2014/3/31,7,3653,2249,9976,35,0.659201083
56724,2007/9/28,2014/3/31,5,5630,0,9648,594,0.68155058
18453,2011/12/22,2014/3/31,5,1910,3615,9123,27,0.720748657
53399,2012/3/22,2014/3/31,8,2207,3013,14260,322,0.461097475
45886,2006/8/6,2014/3/31,9,2795,3423,14411,24,0.456265353
55318,2007/3/15,2014/3/31,8,3036,2718,14042,105,0.468179746
56283,2005/6/6,2014/3/31,5,1143,4515,8952,83,0.734250447
40820,2010/5/19,2014/3/31,7,2467,3563,11329,41,0.580064436
48690,2008/9/28,2014/3/31,9,5106,1700,9166,325,0.716948505
46482,2010/6/4,2014/3/31,8,2750,1906,10914,42,0.602112883
3867,2009/4/9,2014/3/31,8,1898,2447,10028,127,0.655273235
24501,2012/3/14,2014/3/31,7,512,5714,9897,20,0.663893099
13005,2009/6/23,2014/3/31,6,3548,2870,7845,141,0.837460803
59520,2012/2/14,2014/3/31,10,4250,2210,10170,112,0.646
8328,2011/5/16,2014/3/31,7,3268,0,11486,493,0.571965871
61492,2013/3/15,2014/3/31,5,1064,4012,10628,7,0.61814076
8414,2006/3/8,2014/3/31,5,1584,1255,4655,144,1.411237379
17953,2007/6/19,2014/3/31,6,912,4922,9883,205,0.664694931
26264,2012/10/22,2014/3/31,6,2050,3103,8144,194,0.806590128
33183,2011/12/27,2014/3/31,10,2275,2901,9705,135,0.676817105
61041,2012/8/23,2014/3/31,2,5040,0,7298,583,0.9
22616,2010/5/1,2014/3/31,6,579,4665,7650,228,0.858556863
12827,2009/2/17,2014/3/31,9,3567,2552,10441,122,0.629013504
29292,2005/8/12,2014/3/31,9,4707,1692,7974,2,0.823599197
15340,2013/1/11,2014/3/31,7,0,5910,11889,33,0.55236437
24290,2012/4/4,2014/3/31,5,5565,0,7014,571,0.936213288
51639,2012/10/11,2014/3/31,10,1915,4464,11726,113,0.559989766
54243,2011/1/15,2014/3/31,10,2508,4015,12205,8,0.538000819
51360,2012/12/3,2014/3/31,3,5084,0,8185,472,0.80222358
27234,2011/1/13,2014/3/31,8,0,3129,11474,117,0.572259892
21559,2008/9/20,2014/3/31,9,2330,3449,9641,34,0.681008194
14447,2012/11/23,2014/3/31,15,1040,6290,10835,24,0.605872635
43540,2013/3/29,2014/3/31,12,0,5054,11609,141,0.56547334
54555,2013/3/2,2014/3/31,6,0,5981,10641,112,0.616887511
55112,2007/2/14,2014/3/31,8,1397,4661,11693,81,0.561376892
1450,2010/11/14,2014/3/31,7,2480,3936,8087,270,0.811678002
6772,2012/9/21,2014/3/31,4,4676,0,15206,417,0.431592792
42726,2012/7/20,2014/3/31,5,4585,0,8268,416,0.793759071
26390,2013/2/24,2014/3/31,7,0,6178,9079,147,0.722809781
35203,2010/9/25,2014/3/31,6,1943,3978,11310,248,0.580150309
35885,2006/4/6,2014/3/31,6,4338,0,7686,230,0.853593547
62661,2007/5/17,2014/3/31,6,0,3720,10352,113,0.633748068
1335,2009/10/7,2014/3/31,8,1024,4621,10475,42,0.626222434
29590,2007/6/19,2014/3/31,10,3094,3830,8856,23,0.740704607
41578,2011/7/8,2014/3/31,8,2200,0,8075,351,0.812328173
32740,2012/9/21,2014/3/31,8,2055,3047,9334,156,0.702739447
17067,2012/6/25,2014/3/31,4,3306,0,8580,620,0.764481352
48516,2008/8/4,2014/3/31,6,3545,1699,7215,192,0.908984061
47554,2007/6/27,2014/3/31,6,0,0,8130,279,0.806666667
3933,2009/2/12,2014/3/31,7,0,6343,11954,9,0.548413083
56959,2007/11/17,2014/3/31,5,5275,754,9008,172,0.727747558
3796,2008/12/14,2014/3/31,10,3684,3867,7744,73,0.846509556
55845,2012/7/27,2014/3/31,8,4365,1996,10667,164,0.614515796
5596,2011/7/25,2014/3/31,3,5755,0,5123,423,1.279513957
40885,2010/11/18,2014/3/31,8,4734,1567,9945,107,0.659096028
34634,2010/3/1,2014/3/31,5,1728,4157,8753,16,0.748848395
30066,2008/3/14,2014/3/31,6,5985,0,8755,380,0.748675043
45851,2006/8/18,2014/3/31,6,0,6004,10776,3,0.608140312
10822,2012/11/6,2014/3/31,7,930,4186,10033,192,0.65316356
62064,2012/12/29,2014/3/31,5,510,5226,8325,282,0.787111111
15676,2012/7/2,2014/3/31,6,4340,0,9557,376,0.685607408
31666,2010/9/2,2014/3/31,3,2100,0,4368,524,1.5
26866,2006/3/1,2014/3/31,6,0,5555,13312,97,0.492184495
7588,2009/11/4,2014/3/31,7,1161,3972,7533,58,0.869754414
60078,2012/1/10,2014/3/31,5,950,4110,6089,343,1.075956643
31055,2009/2/14,2014/3/31,6,0,5920,9264,6,0.707100604
1190,2007/6/10,2014/3/31,6,5490,358,9180,231,0.713561002
29052,2004/12/12,2014/3/31,10,3773,1927,9748,20,0.671914239
9092,2010/12/20,2014/3/31,5,800,5015,8615,87,0.760261172
24097,2012/4/1,2014/3/31,11,2523,4470,9261,238,0.707157974
17091,2011/9/29,2014/3/31,5,0,5573,8479,65,0.772367024
54422,2012/6/19,2014/3/31,4,2069,2730,10838,331,0.604188965
53988,2006/11/19,2014/3/31,4,1928,0,9513,487,0.688300221
14735,2012/6/27,2014/3/31,6,2101,288,7767,45,0.842996009
51503,2012/7/11,2014/3/31,9,2697,3857,7143,208,0.916630267
26163,2012/9/21,2014/3/31,9,0,3963,11666,13,0.561242071
18760,2006/3/12,2014/3/31,7,1145,3535,11217,57,0.583704199
59903,2011/9/27,2014/3/31,3,690,4936,4844,90,1.351597853
12996,2011/3/25,2014/3/31,6,5968,0,6346,402,1.031641979
36337,2012/3/15,2014/3/31,5,4377,1531,8606,118,0.760725076
28803,2012/8/11,2014/3/31,6,1016,4583,12192,39,0.536961122
61181,2012/11/27,2014/3/31,6,6379,0,8040,398,0.814160448
16180,2012/11/6,2014/3/31,3,0,5822,4843,136,1.351585794
49824,2011/7/12,2014/3/31,10,3673,1975,13001,34,0.503478194
29755,2007/9/26,2014/3/31,8,1003,2258,10597,43,0.617640842
5011,2012/3/24,2014/3/31,7,3880,2871,7462,166,0.877128116
3196,2008/4/6,2014/3/31,5,0,5992,8280,18,0.790434783
17431,2010/5/25,2014/3/31,4,0,4737,12538,62,0.521968416
48986,2009/4/8,2014/3/31,11,2808,3400,13695,3,0.477769259
23501,2012/5/7,2014/3/31,7,5216,1488,8716,42,0.750688389
15100,2011/11/30,2014/3/31,8,3285,3501,9720,154,0.673132716
22437,2010/7/29,2014/3/31,7,4915,2200,11404,95,0.573720624
61332,2013/2/15,2014/3/31,9,756,5427,10863,36,0.602288502
51704,2012/6/6,2014/3/31,7,5514,0,14539,389,0.45
60719,2012/6/6,2014/3/31,7,5514,0,14539,389,0.45
24602,2012/6/20,2014/3/31,10,3513,1832,8760,152,0.746807078
39420,2010/5/18,2014/3/31,7,657,4769,11526,150,0.567542946
25051,2012/10/16,2014/3/31,6,225,4739,10027,48,0.652380572
29616,2007/8/22,2014/3/31,6,3840,1904,8939,86,0.731697058
25756,2011/1/27,2014/3/31,5,6400,0,6540,489,1
40435,2010/1/28,2014/3/31,3,6090,0,6804,375,0.961155203
32159,2011/8/8,2014/3/31,9,4461,2171,10964,14,0.596453849
12999,2010/9/10,2014/3/31,10,6452,0,9429,504,0.693551808
61390,2013/3/13,2014/3/31,5,576,5055,7874,19,0.830457201
41597,2012/6/16,2014/3/31,9,2639,2349,8986,76,0.727597374
14432,2011/6/18,2014/3/31,7,3260,2803,8309,155,0.786868456
50296,2011/6/22,2014/3/31,10,300,2285,10090,37,0.647943508
30351,2008/6/16,2014/3/31,6,950,1624,10386,165,0.629473329
43610,2013/3/22,2014/3/31,4,0,5807,8938,185,0.731422018
52311,2013/1/1,2014/3/31,7,5650,612,10223,361,0.639420914
26997,2006/12/15,2014/3/31,3,0,5543,8526,147,0.766666667
53961,2006/5/8,2014/3/31,7,3612,2168,14067,71,0.464649179
11338,2005/10/31,2014/3/31,7,3595,1762,10150,229,0.643943842
51925,2012/12/13,2014/3/31,6,1210,4259,8676,45,0.753333333
7026,2012/12/2,2014/3/31,9,1380,4888,6892,34,0.94828787
58681,2010/6/6,2014/3/31,5,940,0,7348,493,0.889425694
11953,2008/3/25,2014/3/31,11,4379,2572,9519,84,0.686556361
52520,2013/2/11,2014/3/31,10,930,5656,9409,1,0.694574344
31058,2009/4/13,2014/3/31,4,5696,0,6939,622,0.941778354
35289,2010/6/20,2014/3/31,4,4229,0,13316,497,0.490732953
6049,2012/1/13,2014/3/31,8,3291,2607,11888,292,0.549567631
45173,2010/12/13,2014/3/31,9,3819,614,8811,7,0.741489048
28306,2008/1/6,2014/3/31,7,1140,4969,9415,60,0.69390547
51385,2012/3/6,2014/3/31,8,1222,0,10114,278,0.645924461
43202,2013/3/7,2014/3/31,4,2888,2800,8040,346,0.8125
57520,2011/5/8,2014/3/31,7,4056,2415,9138,59,0.714718757
48073,2008/3/1,2014/3/31,9,690,2556,9300,7,0.70226129
58740,2011/3/15,2014/3/31,7,2598,3455,10005,195,0.652766617
52239,2013/3/19,2014/3/31,6,1400,3514,9093,158,0.718189816
12309,2008/9/12,2014/3/31,10,4003,2222,10614,123,0.615254381
26260,2011/11/19,2014/3/31,5,3029,984,8577,358,0.761373441
57533,2008/11/29,2014/3/31,11,2980,4060,10965,105,0.5955513
25041,2012/12/4,2014/3/31,6,0,5680,12804,159,0.51
1414,2010/8/28,2014/3/31,3,0,5065,9539,184,0.684556033
30009,2008/3/5,2014/3/31,8,1082,2999,9332,149,0.699658165
44856,2006/12/14,2014/3/31,4,5499,0,10260,403,0.636374269
61306,2013/3/1,2014/3/31,6,0,3565,8146,2,0.801522219
2169,2005/5/8,2014/3/31,7,700,4810,9130,130,0.715082147
31059,2009/8/8,2014/3/31,6,0,3767,8708,4,0.749733578
42341,2013/2/8,2014/3/31,7,3524,2796,9864,260,0.661857259
49116,2012/1/26,2014/3/31,4,4675,1001,7183,57,0.908863984
4467,2010/2/22,2014/3/31,7,2749,1972,12838,291,0.508480293
53967,2006/5/2,2014/3/31,5,1578,2866,13713,211,0.476011814
19354,2007/6/7,2014/3/31,6,3994,2369,8086,131,0.8072372
2909,2007/11/29,2014/3/31,7,3264,2811,8547,141,0.763690184
13402,2010/7/2,2014/3/31,18,2376,5477,12490,23,0.522590072
53570,2005/11/30,2014/3/31,4,5685,4330,8184,84,0.7975
28485,2010/11/16,2014/3/31,6,0,0,8244,172,0.791666667
59494,2012/2/24,2014/3/31,7,5217,622,12814,142,0.509256282
51696,2012/7/6,2014/3/31,5,3310,3071,8199,4,0.79579095
54502,2012/10/30,2014/3/31,8,1520,4924,8269,31,0.789037368
14517,2013/2/13,2014/3/31,8,0,6261,7882,166,0.827754377
30070,2008/2/19,2014/3/31,10,3267,2914,10333,219,0.631378109
49216,2009/11/28,2014/3/31,11,4945,1417,11124,83,0.5864653
36211,2011/1/24,2014/3/31,6,2432,1671,10854,227,0.600948038
19513,2009/11/10,2014/3/31,16,2578,6359,8146,30,0.800692364
24970,2012/8/23,2014/3/31,8,3913,1523,11191,91,0.582825485
61054,2012/9/16,2014/3/31,4,2272,2944,12788,218,0.510040663
9108,2010/12/29,2014/3/31,9,0,6582,9827,67,0.663686781
47845,2007/12/24,2014/3/31,4,0,5496,8308,17,0.785
52917,2011/3/9,2014/3/31,9,3155,2925,10089,140,0.646422837
46954,2012/12/15,2014/3/31,8,1386,5088,10018,130,0.65099421
11984,2008/2/13,2014/3/31,6,2112,4275,7830,46,0.832796935
17009,2011/10/5,2014/3/31,5,4813,4700,8989,20,0.725367672
21187,2008/3/24,2014/3/31,5,0,714,8629,34,0.755593927
60386,2012/3/26,2014/3/31,4,5006,0,12151,502,0.536581351
4720,2011/1/24,2014/3/31,8,5546,1171,8303,83,0.785152355
45684,2006/4/14,2014/3/31,8,4019,2115,10989,358,0.593238693
17055,2012/8/25,2014/3/31,4,3955,1448,8659,332,0.752864072
48966,2009/4/14,2014/3/31,13,3981,2735,10311,48,0.632219959
18523,2012/5/7,2014/3/31,11,735,4169,9890,123,0.659115268
30295,2012/4/12,2014/3/31,5,4025,476,10828,204,0.601988364
34881,2011/4/24,2014/3/31,4,0,8870,8632,9,0.75506835
21545,2008/7/17,2014/3/31,5,0,5105,10174,19,0.640539611
33937,2012/8/23,2014/3/31,9,5081,1310,8933,11,0.729491772
33400,2012/5/4,2014/3/31,8,5250,1492,8120,80,0.8025
37044,2007/2/9,2014/3/31,7,1911,4090,10155,101,0.641656327
54361,2011/12/5,2014/3/31,3,3000,1089,8629,115,0.755110673
23574,2011/6/10,2014/3/31,9,2422,3947,10830,81,0.601642659
55516,2010/8/12,2014/3/31,6,0,5239,6525,103,0.99845977
59548,2011/6/21,2014/3/31,9,3315,2625,10857,101,0.600057106
3918,2009/1/22,2014/3/31,10,2948,1744,14200,342,0.45875
51458,2012/6/19,2014/3/31,8,1950,3877,10200,134,0.638595098
42155,2012/2/17,2014/3/31,5,0,5521,12517,15,0.520378685
32777,2011/9/18,2014/3/31,7,4369,2398,8563,84,0.76062011
58589,2010/12/15,2014/3/31,8,2265,3743,9586,17,0.67930941
21563,2012/2/8,2014/3/31,9,6030,0,8037,478,0.810227697
62744,2008/7/27,2014/3/31,7,5568,0,6972,533,0.933820998
34549,2009/6/5,2014/3/31,6,3216,0,7117,682,0.914788534
42920,2013/1/13,2014/3/31,4,3390,2736,8274,207,0.786838289
38525,2007/6/22,2014/3/31,10,3052,3397,7688,48,0.846798907
25097,2012/9/3,2014/3/31,4,5228,0,8771,557,0.742224376
49510,2010/2/27,2014/3/31,11,6109,2260,7502,275,0.86776193
46750,2012/3/16,2014/3/31,7,7010,2040,7254,210,0.897380755
1956,2013/2/14,2014/3/31,5,0,5755,9377,61,0.694188973
16895,2011/7/9,2014/3/31,5,1658,2983,7282,69,0.893902774
35571,2006/11/12,2014/3/31,6,2790,3238,6780,188,0.960070796
60549,2012/5/21,2014/3/31,8,3911,2052,8531,300,0.763010198
12487,2008/7/5,2014/3/31,10,3506,3517,8987,66,0.724221653
41476,2011/7/8,2014/3/31,8,5119,650,7976,268,0.815930291
44885,2007/9/24,2014/3/31,7,1600,3996,9139,14,0.712081191
4564,2010/2/13,2014/3/31,15,490,7470,11671,27,0.557587182
14592,2011/8/16,2014/3/31,7,3490,0,6507,502,1
48710,2008/10/10,2014/3/31,12,3478,4509,9344,148,0.696373074
57169,2008/3/31,2014/3/31,5,0,6339,4506,97,1.443954727
9866,2006/11/13,2014/3/31,5,1400,4174,10636,44,0.611737495
19377,2007/6/20,2014/3/31,11,0,6733,11165,44,0.582727273
179,2007/4/12,2014/3/31,8,4528,2169,8352,67,0.778967912
3391,2008/6/24,2014/3/31,10,0,6610,10771,19,0.603981989
55960,2012/12/14,2014/3/31,5,2410,2400,9382,173,0.693338307
24634,2012/9/19,2014/3/31,8,730,5699,10468,208,0.621365113
31125,2009/6/7,2014/3/31,3,3719,219,9040,250,0.719469027
45963,2006/11/13,2014/3/31,4,4478,1790,8505,79,0.764689006
33323,2012/5/8,2014/3/31,9,2252,1600,9990,361,0.651011011
43457,2013/3/1,2014/3/31,6,2660,2976,7816,116,0.832080348
12676,2008/9/9,2014/3/31,9,6352,0,8612,418,0.755138179
58592,2010/10/12,2014/3/31,9,3979,2124,13298,114,0.489016393
1736,2012/7/14,2014/3/31,5,0,5545,8328,285,0.780821326
16731,2009/11/10,2014/3/31,5,0,4900,9682,324,0.671617434
42739,2012/6/13,2014/3/31,5,3945,0,8761,574,0.742209793
26261,2013/1/1,2014/3/31,5,0,5681,10965,32,0.59302052
33156,2012/10/7,2014/3/31,6,1665,3655,7698,49,0.844677838
33331,2012/2/27,2014/3/31,10,2003,2215,15481,25,0.420011627
53692,2006/10/24,2014/3/31,7,5890,2185,8477,124,0.766978884
19606,2010/10/9,2014/3/31,9,11576,632,6988,39,0.930339153
12223,2008/10/16,2014/3/31,6,4643,1557,8555,136,0.759917008
46654,2011/9/29,2014/3/31,6,5504,858,7848,257,0.828333333
21982,2009/5/20,2014/3/31,8,1120,0,10994,123,0.591287975
14357,2011/5/22,2014/3/31,7,1638,0,9260,488,0.701933045
10779,2012/9/29,2014/3/31,4,0,4542,9670,43,0.672156153
10331,2009/12/31,2014/3/31,8,2174,3432,9361,32,0.694336075
46432,2009/11/17,2014/3/31,4,690,5289,7459,165,0.87133664
36864,2006/9/27,2014/3/31,5,2001,2751,10446,135,0.622160636
42065,2012/1/21,2014/3/31,6,4333,0,9297,475,0.699005055
8829,2008/10/18,2014/3/31,9,1488,4895,9747,191,0.666680004
40303,2012/2/22,2014/3/31,9,3448,4082,7119,6,0.912746172
43872,2010/7/18,2014/3/31,8,1350,8440,8087,199,0.803462347
51935,2012/10/28,2014/3/31,10,698,5981,9835,21,0.660642603
24103,2012/1/21,2014/3/31,11,5196,1891,7035,286,0.923539446
27529,2012/11/6,2014/3/31,17,2112,7010,11419,12,0.568965759
60103,2011/11/14,2014/3/31,5,5293,0,8900,424,0.73
58591,2010/10/15,2014/3/31,4,2529,3104,9033,14,0.719241669
50258,2011/5/26,2014/3/31,9,3610,2726,7934,258,0.818769851
31320,2011/6/30,2014/3/31,8,1375,4288,11472,71,0.56625
5514,2011/7/8,2014/3/31,9,4545,0,11678,159,0.556256208
29686,2007/8/29,2014/3/31,2,0,4844,5977,30,1.086826167
33155,2012/9/5,2014/3/31,2,5160,0,6495,571,1
44277,2009/8/11,2014/3/31,9,4322,1956,7637,135,0.850430797
51684,2012/7/16,2014/3/31,7,4623,1394,13178,91,0.492844134
42292,2013/1/16,2014/3/31,7,4448,1563,8856,254,0.733344625
6912,2012/8/1,2014/3/31,6,4113,1495,10460,155,0.620869981
26079,2011/11/8,2014/3/31,6,6257,0,8034,460,0.808333333
43095,2012/9/14,2014/3/31,9,2810,1355,11022,175,0.589180729
42741,2012/6/28,2014/3/31,10,3450,3043,6900,181,0.941
43166,2012/11/3,2014/3/31,8,3772,2671,6960,3,0.932887931
13523,2010/2/25,2014/3/31,10,5028,1436,9041,32,0.718108616
47057,2012/11/6,2014/3/31,9,692,5305,12898,247,0.503360211
5085,2011/4/12,2014/3/31,2,6258,0,7662,626,0.847298356
5181,2012/1/2,2014/3/31,6,2283,3960,10170,44,0.638333333
33196,2011/11/23,2014/3/31,5,2148,3510,9687,74,0.670125942
33608,2012/6/3,2014/3/31,5,5610,0,9835,417,0.66
31225,2010/1/1,2014/3/31,11,3446,3247,10223,4,0.634917343
50116,2011/5/14,2014/3/31,5,896,0,7706,459,0.842298209
2031,2004/11/14,2014/3/31,6,0,6340,7215,85,0.899602218
53244,2011/12/30,2014/3/31,8,1476,4403,9252,7,0.701534803
11791,2008/1/17,2014/3/31,10,276,5964,9620,12,0.674679834
10431,2010/10/19,2014/3/31,4,7440,0,7928,623,0.818630172
28244,2007/6/16,2014/3/31,9,0,7565,8693,98,0.746577706
21958,2009/2/24,2014/3/31,6,3700,1288,6702,224,0.968331841
48274,2009/10/10,2014/3/31,8,2279,1540,12172,274,0.533171213
6299,2012/7/5,2014/3/31,6,0,3080,8250,113,0.786627879
20388,2005/8/30,2014/3/31,4,3955,1085,11309,324,0.573826156
61372,2013/2/15,2014/3/31,5,2299,1860,16305,35,0.398
723,2006/6/16,2014/3/31,10,2079,4246,9283,57,0.698987396
43009,2012/11/20,2014/3/31,8,2573,1563,10295,18,0.630212725
23712,2012/4/20,2014/3/31,3,5600,0,6487,682,1
325,2012/1/16,2014/3/31,6,3927,2013,9796,310,0.662168232
49321,2009/9/15,2014/3/31,6,6330,0,8194,411,0.791554796
3734,2008/12/10,2014/3/31,6,819,5138,8478,3,0.765033027
47594,2007/7/7,2014/3/31,8,1386,4364,9173,3,0.706982448
57027,2008/1/13,2014/3/31,7,1360,4844,8377,1,0.774153038
19763,2011/11/11,2014/3/31,8,0,4721,10390,104,0.624102021
37945,2013/3/2,2014/3/31,8,1380,5055,8514,45,0.761617336
22380,2009/11/25,2014/3/31,5,1323,0,9417,321,0.688563237
38243,2005/8/5,2014/3/31,5,5855,0,7107,369,0.912325876
31373,2010/1/16,2014/3/31,5,4877,1062,8606,293,0.753412735
5578,2012/6/2,2014/3/31,10,5388,1014,10810,313,0.599791859
30226,2008/6/7,2014/3/31,8,0,4545,17624,100,0.367886972
25747,2010/2/6,2014/3/31,9,568,5732,7665,95,0.845863014
13495,2010/1/16,2014/3/31,6,3688,2756,7454,190,0.86978535
60879,2012/8/30,2014/3/31,5,5303,0,9432,412,0.68726145
23930,2011/9/15,2014/3/31,12,4537,1734,12924,13,0.501564531
31385,2009/12/9,2014/3/31,10,0,6324,14839,23,0.436819867
19737,2011/9/30,2014/3/31,9,220,5750,10083,24,0.64283249
58112,2010/1/20,2014/3/31,8,2450,6864,10387,4,0.624008857
37858,2012/11/25,2014/3/31,4,3577,1064,10652,195,0.608479159
51566,2012/5/23,2014/3/31,4,3094,1793,12460,346,0.520168539
54843,2006/7/16,2014/3/31,10,2437,4070,10506,97,0.616840853
59926,2011/9/13,2014/3/31,7,578,5622,10569,68,0.613147885
21784,2008/12/21,2014/3/31,8,4672,0,9825,404,0.659531807
59004,2011/4/14,2014/3/31,8,4616,1672,7937,105,0.816391584
24460,2012/5/16,2014/3/31,7,3380,2562,10847,253,0.597336591
20372,2005/8/12,2014/3/31,11,1125,4128,13350,16,0.485326592
30890,2009/9/14,2014/3/31,10,2368,1428,12143,112,0.533550194
23209,2011/8/5,2014/3/31,7,2125,3827,10019,15,0.64664737
22997,2010/11/1,2014/3/31,11,2156,4427,12887,7,0.5027035
35372,2011/9/15,2014/3/31,8,2641,2733,10980,142,0.589989982
55805,2012/6/12,2014/3/31,10,6261,0,12775,460,0.507084149
26237,2012/8/12,2014/3/31,10,1295,4522,7196,14,0.900109783
47718,2007/9/18,2014/3/31,6,4896,1203,8076,9,0.802024517
30657,2008/9/27,2014/3/31,11,565,0,11603,103,0.558217702
55007,2006/11/1,2014/3/31,6,0,1976,8130,76,0.796666667
14792,2012/2/3,2014/3/31,8,1253,1193,10390,152,0.623365736
8862,2006/5/18,2014/3/31,3,1666,3142,9618,47,0.673333333
7741,2011/7/26,2014/3/31,6,6325,0,8592,402,0.753730214
36099,2010/11/25,2014/3/31,3,5750,0,6869,473,0.942728199
5281,2012/4/25,2014/3/31,3,7303,0,7929,523,0.816666667
21295,2010/12/19,2014/3/31,3,1685,5600,7929,231,0.816666667
19707,2011/8/5,2014/3/31,9,983,5823,10600,4,0.610825472
29366,2005/11/13,2014/3/31,5,2026,3749,11970,201,0.54087218
43036,2012/8/24,2014/3/31,6,1660,4026,9350,212,0.692414973
4490,2010/4/2,2014/3/31,6,0,5031,8398,256,0.770826387
27079,2009/1/23,2014/3/31,6,5192,0,9736,382,0.664862366
38762,2007/11/7,2014/3/31,4,5912,0,7667,378,0.844267641
10060,2007/3/18,2014/3/31,5,0,4408,8898,26,0.727463475
45309,2011/8/29,2014/3/31,6,2692,3010,10195,199,0.634892594
58953,2010/11/28,2014/3/31,4,3104,2626,8350,66,0.775125749
33223,2012/3/5,2014/3/31,9,4870,0,10448,528,0.619467841
53562,2005/12/28,2014/3/31,6,0,5482,9010,36,0.718298557
4085,2009/3/6,2014/3/31,9,2154,4250,11151,25,0.580353332
16998,2011/7/27,2014/3/31,7,4281,1813,8589,118,0.753464897
657,2006/4/30,2014/3/31,4,0,5593,7868,62,0.8225
56971,2007/12/24,2014/3/31,4,0,5593,7868,75,0.8225
22939,2010/9/24,2014/3/31,3,5610,0,4892,384,1.322771872
14946,2011/9/9,2014/3/31,4,0,5799,7009,143,0.923232986
56757,2007/8/17,2014/3/31,9,2608,3832,8614,60,0.751178314
17319,2011/7/5,2014/3/31,8,3819,991,10157,274,0.637053264
22894,2010/11/26,2014/3/31,4,6180,0,8626,619,0.75
18823,2006/5/15,2014/3/31,7,2660,3430,9979,197,0.648265357
44374,2010/8/6,2014/3/31,6,3524,2125,10628,107,0.608650734
32386,2012/10/1,2014/3/31,5,3260,2944,10987,315,0.588750341
61758,2010/9/21,2014/3/31,3,1185,0,4312,484,1.5
47850,2008/10/8,2014/3/31,17,8885,651,10727,341,0.602941176
27581,2013/3/12,2014/3/31,5,1010,4764,7604,157,0.85054708
1368,2010/3/1,2014/3/31,12,4007,3160,8762,44,0.738114586
61462,2013/2/11,2014/3/31,4,838,3569,7673,44,0.842852861
5633,2011/8/13,2014/3/31,7,2951,3196,9694,29,0.66711471
46718,2012/1/26,2014/3/31,8,564,5548,11575,38,0.558643629
57631,2010/10/6,2014/3/31,7,4461,874,8947,230,0.722671286
62273,2010/9/19,2014/3/31,4,0,5387,10209,257,0.633059066
46987,2013/1/12,2014/3/31,6,2080,3916,8851,5,0.730154785
